Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
0.25,4,1,0,2,0,3,1,1.17,1,3,0,2,0,0,2,0.115,0.9199999999999999,1,0
1.5,3,0,0,2,3,2,1,4.75,0,2,1,3,0,0,2,0.261,3.25,1,0
1.92,4,4,1,1,0,2,2,5.08,1,2,0,3,1,0,3,0.316,3.16,1,1
1.5,3,1,0,4,2,2,2,3.75,1,3,0,2,0,0,3,0.316,2.25,1,0
0.08,4,1,1,2,4,1,2,1.92,0,3,1,2,0,0,1,0.027,1.8399999999999999,1,0
0.75,3,1,1,2,1,2,2,1.58,1,3,0,3,0,0,4,0.291,0.8300000000000001,1,0
2.83,3,2,0,2,0,2,3,7.17,0,1,1,2,0,0,4,0.346,4.34,0,1
1.17,3,2,1,2,3,2,2,6.25,1,3,0,2,0,0,3,0.161,5.08,1,1
1.17,3,2,0,4,1,2,1,6.17,1,3,0,3,0,0,2,0.163,5.0,1,1
0.92,2,1,1,1,3,1,2,6.92,0,1,1,2,0,0,1,0.116,6.0,1,1
0.17,4,0,0,4,0,3,2,4.33,0,3,0,3,0,0,1,0.032,4.16,1,0
0.58,4,3,0,1,1,3,2,1.42,1,3,0,2,0,0,2,0.24,0.84,1,0
1.17,4,3,0,4,6,3,2,6.92,0,2,0,3,1,0,4,0.148,5.75,1,0
3.92,4,0,0,4,4,2,2,9.5,0,2,0,2,0,0,4,0.373,5.58,0,1
3.17,3,0,1,5,3,2,1,3.83,0,1,0,2,1,0,4,0.656,0.6600000000000001,0,0
0.5,3,1,0,3,1,2,2,0.67,0,1,1,3,0,0,3,0.299,0.17000000000000004,1,0
2.58,3,4,1,1,0,1,1,7.67,0,3,1,2,1,0,3,0.298,5.09,0,1
1.92,3,0,0,1,1,3,2,2.5,0,3,0,2,0,0,3,0.549,0.5800000000000001,1,0
1.33,3,2,0,4,2,2,2,3.83,0,3,1,2,0,0,2,0.275,2.5,1,0
0.75,3,1,0,3,0,2,1,3.0,0,1,0,2,0,0,3,0.188,2.25,1,0
0.5,3,0,1,4,4,2,1,6.83,0,3,1,3,0,0,1,0.064,6.33,1,1
3.0,3,0,0,2,2,1,3,6.92,0,1,1,2,1,0,3,0.379,3.92,0,1
0.75,3,1,1,2,0,2,2,3.42,0,3,1,2,0,0,1,0.17,2.67,1,0
0.58,3,3,0,4,2,2,1,1.17,0,4,0,2,1,0,2,0.267,0.59,1,0
0.83,4,1,0,3,0,3,1,2.58,0,2,0,2,0,0,4,0.232,1.75,1,0
0.67,3,0,1,4,0,2,1,6.08,0,3,1,2,0,0,3,0.095,5.41,1,1
1.0,3,0,1,2,3,2,2,4.5,0,4,0,2,0,0,4,0.182,3.5,1,0
3.42,4,3,0,1,2,2,2,5.58,0,1,0,2,0,0,4,0.52,2.16,0,1
0.08,3,0,0,1,0,3,3,1.33,0,2,1,3,0,0,4,0.034,1.25,1,0
0.17,3,2,0,1,0,2,2,1.25,0,4,1,2,0,0,3,0.076,1.08,1,0
0.75,3,0,0,3,2,1,2,6.75,0,3,0,3,0,0,1,0.097,6.0,1,1
2.42,3,2,0,1,3,2,2,6.0,1,3,0,2,0,0,4,0.346,3.58,0,1
1.17,3,2,0,2,0,3,2,5.25,0,3,0,2,0,0,3,0.187,4.08,1,0
1.25,3,0,0,5,0,3,2,4.08,0,1,0,4,1,0,4,0.246,2.83,1,0
0.92,3,0,1,2,1,1,2,6.08,0,2,0,3,2,0,3,0.13,5.16,1,1
1.33,4,0,1,2,1,2,1,4.08,0,4,0,3,1,0,2,0.262,2.75,1,0
0.17,4,0,1,4,1,3,2,5.5,0,3,1,2,0,0,2,0.026,5.33,1,0
0.08,3,2,0,1,0,2,1,5.08,0,2,1,2,0,0,1,0.013,5.0,1,1
0.58,3,0,0,2,1,3,1,3.5,0,3,0,2,0,0,1,0.129,2.92,1,0
1.33,3,2,0,2,6,1,2,3.83,0,2,1,2,0,0,2,0.275,2.5,1,0
0.25,3,0,1,3,4,1,2,3.58,0,2,1,3,0,0,2,0.055,3.33,1,0
0.33,3,0,0,4,0,3,3,4.5,0,3,0,2,0,0,3,0.06,4.17,1,0
0.67,3,0,0,2,0,3,1,4.58,0,3,0,2,0,0,3,0.12,3.91,1,0
1.08,3,1,0,4,0,1,1,4.25,0,3,1,2,0,0,2,0.206,3.17,1,0
0.33,3,1,0,1,0,3,3,5.83,0,3,0,2,1,0,4,0.048,5.5,1,0
2.75,3,2,0,2,1,1,1,8.08,1,1,0,1,1,0,3,0.303,5.33,0,1
0.92,3,0,0,1,3,1,3,4.33,1,2,0,2,0,0,3,0.173,3.41,1,0
1.5,3,0,0,2,4,1,1,3.92,0,3,1,3,0,0,4,0.305,2.42,1,0
2.42,2,0,1,4,4,2,3,4.42,0,2,0,3,0,0,4,0.446,2.0,0,0
0.58,3,0,1,4,1,1,2,1.25,0,2,1,3,0,0,1,0.258,0.67,1,0
2.17,3,2,0,2,0,1,1,8.42,0,3,0,4,0,0,3,0.23,6.25,0,1
0.5,3,1,1,3,1,1,2,0.67,0,3,0,3,1,0,3,0.299,0.17000000000000004,1,0
0.25,3,0,1,2,1,2,2,4.83,0,4,1,3,1,0,1,0.043,4.58,1,0
2.83,3,1,0,3,3,1,3,7.92,1,3,0,2,0,0,4,0.317,5.09,0,1
1.25,3,0,0,4,2,2,3,3.92,0,3,1,2,0,0,3,0.254,2.67,1,0
1.5,3,1,0,3,0,2,1,7.17,0,1,1,3,1,0,2,0.184,5.67,1,1
0.83,3,0,0,2,2,1,3,2.33,0,3,0,2,0,0,2,0.249,1.5,1,0
0.33,3,0,0,4,1,2,2,3.83,0,2,1,2,0,0,2,0.068,3.5,1,0
0.25,3,2,1,1,3,2,1,6.42,0,3,0,3,0,0,2,0.034,6.17,1,1
1.0,3,3,0,3,2,3,2,3.58,0,1,0,2,0,0,2,0.218,2.58,1,0
0.58,1,0,0,2,4,1,2,1.83,0,3,1,3,0,0,1,0.205,1.25,1,0
0.25,3,0,0,2,1,3,1,4.33,0,3,1,2,1,0,1,0.047,4.08,1,0
1.58,2,0,0,3,0,3,2,6.58,0,3,0,3,0,0,4,0.208,5.0,1,0
1.42,3,0,0,4,0,2,2,2.58,1,3,0,2,0,0,3,0.397,1.1600000000000001,1,0
0.5,4,2,1,1,1,1,3,6.0,0,2,0,2,0,0,1,0.071,5.5,1,1
2.75,3,0,1,2,4,3,1,6.25,0,1,0,2,0,0,4,0.379,3.5,0,0
2.5,3,0,0,2,1,2,2,6.75,0,3,0,2,0,0,3,0.323,4.25,0,1
0.33,3,2,0,5,4,1,1,0.58,0,2,1,2,1,0,1,0.209,0.24999999999999994,1,0
1.58,4,0,1,1,0,2,3,4.5,0,3,0,2,0,0,2,0.287,2.92,1,0
1.58,3,0,1,1,1,2,3,6.58,0,3,0,2,0,0,2,0.208,5.0,1,1
0.83,4,2,0,4,1,2,2,6.83,0,4,1,4,0,0,2,0.106,6.0,1,1
0.33,3,0,0,1,1,2,2,0.92,0,2,1,2,0,0,2,0.172,0.5900000000000001,1,0
1.25,3,1,1,4,4,2,2,3.75,0,3,1,2,0,0,4,0.263,2.5,1,0
1.42,3,0,0,2,1,2,3,6.58,0,3,1,3,0,0,2,0.187,5.16,1,1
0.33,3,3,1,5,1,3,2,0.83,0,3,0,3,1,0,1,0.18,0.49999999999999994,1,0
0.58,3,1,0,3,0,3,2,1.08,0,3,0,3,0,0,1,0.279,0.5000000000000001,1,0
0.67,1,0,1,3,0,2,2,1.75,0,3,1,3,0,0,3,0.244,1.08,1,0
1.25,3,0,0,4,0,1,2,5.75,1,2,1,2,0,0,2,0.185,4.5,1,1
2.0,3,1,0,1,3,3,3,4.75,0,3,1,3,0,0,2,0.348,2.75,1,0
1.58,3,0,1,4,2,1,3,7.67,0,3,1,3,0,0,2,0.182,6.09,1,1
1.08,2,0,0,4,2,2,2,2.42,0,2,1,2,0,0,4,0.316,1.3399999999999999,1,0
0.92,4,0,0,4,0,1,3,3.5,0,3,0,2,0,0,3,0.204,2.58,1,0
1.5,4,1,1,2,2,1,1,4.17,1,3,1,2,0,0,3,0.29,2.67,1,0
0.67,3,1,0,1,3,3,1,2.58,0,2,1,3,0,0,1,0.187,1.9100000000000001,1,0
2.5,3,1,0,2,4,3,2,7.0,0,1,0,4,0,0,4,0.312,4.5,0,0
0.42,4,1,0,2,0,3,2,5.5,1,3,0,3,1,0,1,0.065,5.08,1,0
0.17,3,0,0,2,0,2,1,1.25,0,3,1,3,0,0,4,0.076,1.08,1,0
2.92,4,0,1,3,1,1,2,7.5,0,3,1,3,0,0,4,0.344,4.58,0,1
1.83,3,2,0,4,2,3,2,6.0,0,3,0,3,0,0,2,0.261,4.17,1,0
1.08,1,0,1,5,2,3,1,2.17,0,1,0,2,1,0,2,0.341,1.0899999999999999,1,0
0.58,3,0,0,3,0,2,2,7.0,0,2,1,1,0,0,1,0.072,6.42,1,1
3.5,4,4,1,3,1,1,2,6.67,0,2,0,3,0,0,4,0.456,3.17,0,1
0.25,3,1,0,4,4,2,1,6.08,1,3,0,2,0,0,1,0.035,5.83,1,1
0.92,3,0,0,2,2,3,2,6.25,1,3,0,2,0,0,2,0.127,5.33,1,0
3.08,2,0,0,1,3,1,2,7.75,0,3,1,3,1,0,4,0.352,4.67,0,1
2.33,3,0,0,5,3,2,3,7.0,0,1,0,3,0,0,4,0.291,4.67,0,1
0.08,4,0,1,3,3,1,2,3.75,0,3,1,3,0,0,1,0.017,3.67,1,0
0.33,1,4,0,1,4,3,2,2.08,0,2,0,2,1,0,4,0.107,1.75,1,0
0.42,4,2,1,1,3,1,1,0.92,0,3,1,3,0,0,3,0.219,0.5,1,0
0.33,2,0,0,1,0,3,3,4.42,0,2,1,3,0,0,1,0.061,4.09,1,0
0.75,1,0,0,4,0,2,2,1.17,0,2,0,2,0,0,1,0.346,0.41999999999999993,1,0
0.17,3,1,0,4,1,2,2,2.33,0,1,1,2,0,0,4,0.051,2.16,1,0
0.42,3,1,0,4,0,2,3,2.08,0,3,0,2,0,0,1,0.136,1.6600000000000001,1,0
0.17,2,0,0,4,0,2,2,6.25,0,3,1,2,0,0,2,0.023,6.08,1,1
0.25,3,1,0,2,1,1,3,4.33,1,2,1,3,0,0,1,0.047,4.08,1,0
1.17,4,0,0,4,3,1,2,4.33,1,4,1,2,0,0,4,0.22,3.16,1,0
0.83,1,2,1,3,1,3,3,3.5,0,1,1,3,0,0,1,0.184,2.67,1,0
1.17,3,2,1,1,4,2,2,6.08,0,3,1,1,0,0,1,0.165,4.91,1,1
1.0,4,1,1,1,1,2,1,6.25,0,4,1,3,0,0,2,0.138,5.25,1,1
3.17,3,0,0,5,0,2,1,4.0,0,3,0,3,1,0,4,0.634,0.8300000000000001,0,0
3.25,3,0,1,2,1,1,1,5.42,0,3,1,2,1,0,4,0.506,2.17,0,1
1.67,3,1,0,3,0,1,2,7.67,0,2,1,3,0,0,3,0.193,6.0,1,1
0.92,2,2,0,1,0,1,2,2.75,0,3,1,3,1,0,2,0.245,1.83,1,0
2.42,3,0,1,3,1,1,1,6.17,0,3,1,1,0,0,3,0.338,3.75,0,1
0.75,3,0,1,1,0,1,2,6.67,0,1,1,2,0,0,3,0.098,5.92,1,1
0.58,2,2,1,2,3,2,1,0.75,0,3,1,3,0,0,3,0.331,0.17000000000000004,1,0
0.25,3,0,0,4,1,2,3,1.75,0,2,0,4,0,0,3,0.091,1.5,1,0
0.58,4,0,0,5,1,1,2,1.17,0,3,1,2,0,0,2,0.267,0.59,1,0
0.83,2,3,0,4,1,2,3,1.75,0,3,1,2,0,0,3,0.302,0.92,1,0
0.08,3,0,0,4,0,3,1,4.5,0,1,1,2,1,0,1,0.015,4.42,1,0
1.42,3,0,1,4,1,1,1,3.08,0,3,1,2,0,0,4,0.348,1.6600000000000001,1,0
1.25,3,1,1,4,0,1,3,3.5,0,3,1,2,0,0,4,0.278,2.25,1,0
2.42,3,0,0,3,1,3,2,6.58,0,3,0,2,0,0,3,0.319,4.16,0,0
3.0,4,0,1,1,4,2,2,3.42,0,2,1,2,1,0,4,0.679,0.41999999999999993,0,0
0.33,3,0,0,4,4,1,2,6.58,0,4,0,2,0,0,1,0.044,6.25,1,1
0.17,3,1,1,3,3,1,2,3.67,0,3,0,3,0,0,1,0.036,3.5,1,0
1.08,4,1,0,2,2,2,3,7.17,0,1,0,2,0,0,2,0.132,6.09,1,1
1.83,3,2,0,3,1,2,3,3.67,1,1,0,3,0,0,3,0.392,1.8399999999999999,1,0
0.08,3,0,1,3,2,2,1,6.33,0,2,1,3,0,0,2,0.011,6.25,1,1
1.67,1,3,0,1,1,1,3,2.75,0,2,0,3,1,0,2,0.445,1.08,1,0
2.08,1,2,1,3,2,2,3,7.58,1,4,1,2,0,0,4,0.242,5.5,0,1
2.58,3,1,0,2,4,2,1,8.17,0,3,0,3,0,0,4,0.281,5.59,0,1
0.75,3,2,0,2,0,1,3,5.67,1,3,1,2,0,0,2,0.112,4.92,1,1
0.58,3,1,0,4,0,2,1,2.58,0,4,0,2,1,0,1,0.162,2.0,1,0
0.67,2,0,0,1,0,1,1,5.33,0,3,1,2,0,0,2,0.106,4.66,1,1
0.67,4,0,0,3,1,2,1,7.08,0,3,0,3,0,0,1,0.083,6.41,1,1
1.75,2,2,0,4,3,1,2,2.42,0,3,1,3,0,0,2,0.512,0.6699999999999999,1,0
0.33,4,3,1,2,4,2,2,6.17,0,3,1,3,1,0,1,0.046,5.84,1,1
1.33,3,2,0,4,0,2,2,1.58,0,3,1,3,1,0,2,0.516,0.25,1,0
0.25,4,0,0,2,3,2,2,3.92,1,3,1,3,0,0,2,0.051,3.67,1,0
0.42,1,0,0,1,2,2,2,2.5,0,1,1,2,0,0,1,0.12,2.08,1,0
0.5,3,0,0,2,1,2,3,6.92,0,2,1,1,0,0,1,0.063,6.42,1,1
1.0,4,1,0,4,0,2,2,3.17,1,2,0,3,1,0,1,0.24,2.17,1,0
1.33,3,1,0,1,0,2,2,5.42,0,3,0,2,1,0,3,0.207,4.09,1,1
2.25,3,1,1,2,1,2,3,5.17,0,3,0,2,0,0,4,0.365,2.92,0,1
0.58,3,0,0,1,0,2,2,5.83,0,1,1,2,0,0,1,0.085,5.25,1,1
3.25,2,2,1,4,5,2,1,6.08,0,1,0,2,0,0,4,0.459,2.83,0,1
1.0,3,1,0,1,2,3,2,7.25,0,2,1,2,0,0,2,0.121,6.25,1,0
0.25,3,0,1,4,1,2,3,1.0,0,4,1,3,0,0,1,0.125,0.75,1,0
0.83,4,0,0,4,3,1,3,3.42,0,3,1,3,0,0,1,0.188,2.59,1,0
1.17,3,2,0,1,0,3,2,6.5,0,2,0,3,1,0,4,0.156,5.33,1,0
0.5,3,2,0,4,0,1,2,5.67,1,3,1,1,0,0,2,0.075,5.17,1,1
1.25,3,0,1,2,1,2,2,2.92,0,2,0,3,0,0,2,0.319,1.67,1,0
1.17,3,0,0,4,0,1,2,5.58,0,3,1,2,0,0,3,0.178,4.41,1,1
0.58,4,1,1,2,6,2,2,4.75,0,2,1,3,0,0,1,0.101,4.17,1,0
0.17,4,1,0,2,0,2,3,5.42,0,1,1,3,0,0,2,0.026,5.25,1,1
1.08,4,0,1,2,1,2,1,5.67,0,1,0,2,1,0,2,0.162,4.59,1,1
3.25,3,2,1,2,1,1,3,9.5,0,2,0,3,0,0,4,0.31,6.25,0,1
2.0,3,2,0,3,3,2,2,6.67,0,4,1,2,0,0,4,0.261,4.67,1,1
0.25,4,1,0,1,5,3,2,5.83,1,4,0,2,0,0,1,0.037,5.58,1,0
0.33,3,0,1,1,0,1,2,1.42,0,4,1,3,1,0,4,0.136,1.0899999999999999,1,0
1.33,3,0,0,3,1,1,2,6.67,0,3,0,2,0,0,4,0.173,5.34,1,1
0.33,4,0,0,2,0,3,1,4.83,0,3,1,2,0,0,1,0.057,4.5,1,0
1.42,2,1,0,5,6,2,2,4.17,0,3,0,2,0,0,4,0.275,2.75,1,0
0.67,3,0,1,3,3,1,1,0.92,0,3,1,3,0,0,2,0.349,0.25,1,0
0.67,3,0,0,4,0,2,1,6.67,1,3,0,2,0,0,1,0.087,6.0,1,1
0.25,3,1,1,2,4,2,3,1.5,0,2,0,3,0,0,3,0.1,1.25,1,0
0.92,2,0,1,5,6,1,2,5.08,1,3,0,3,0,0,2,0.151,4.16,1,1
1.83,3,1,0,4,1,2,1,5.5,1,1,1,2,0,0,4,0.282,3.67,1,1
1.75,3,0,0,5,0,2,3,6.75,0,3,0,2,1,0,3,0.226,5.0,1,1
0.33,3,0,1,3,3,2,3,0.5,0,3,1,2,0,0,4,0.22,0.16999999999999998,1,0
0.08,3,2,0,2,0,2,3,5.83,0,4,1,3,0,0,3,0.012,5.75,1,1
1.33,3,1,1,4,4,2,1,7.33,0,3,0,2,0,0,3,0.16,6.0,1,1
0.08,3,0,0,4,1,1,2,3.58,1,1,0,3,1,0,3,0.017,3.5,1,0
0.75,2,2,0,1,0,1,2,6.42,0,3,0,3,1,0,1,0.101,5.67,1,1
0.92,3,0,0,3,0,2,3,6.17,0,3,0,2,1,0,3,0.128,5.25,1,1
1.92,4,0,0,1,0,1,2,2.08,0,3,1,2,0,0,4,0.623,0.16000000000000014,1,0
2.0,3,0,0,2,4,2,3,7.42,0,3,0,2,0,0,4,0.238,5.42,1,1
1.17,4,1,1,4,0,1,3,2.67,0,2,1,3,0,0,4,0.319,1.5,1,0
0.08,3,0,0,2,0,2,2,1.42,0,3,0,3,1,0,1,0.033,1.3399999999999999,1,0
0.17,4,0,0,3,1,1,2,3.75,0,1,1,2,0,0,4,0.036,3.58,1,0
0.5,4,1,0,4,0,2,2,4.42,0,3,0,2,0,0,3,0.092,3.92,1,0
0.42,1,0,1,4,3,2,3,4.67,0,4,1,2,0,0,4,0.074,4.25,1,0
0.42,4,0,0,2,2,2,1,6.58,1,1,0,2,0,0,3,0.055,6.16,1,1
2.42,2,0,1,5,0,3,2,4.75,1,3,0,1,0,0,3,0.421,2.33,0,0
4.0,3,0,1,1,1,2,1,6.17,0,1,0,3,0,0,4,0.558,2.17,0,1
1.25,3,0,1,1,5,2,3,3.0,0,1,0,2,1,0,1,0.312,1.75,1,0
0.92,3,1,1,2,0,3,2,3.25,0,2,0,3,1,0,2,0.216,2.33,1,0
1.33,3,0,0,5,2,1,2,4.5,0,3,1,2,0,0,2,0.242,3.17,1,0
1.0,2,0,0,2,1,1,1,5.25,0,1,1,3,0,0,3,0.16,4.25,1,1
2.83,2,0,0,2,3,1,2,6.67,1,3,1,2,0,0,4,0.369,3.84,0,1
1.0,3,2,0,1,0,3,1,5.17,0,2,0,2,0,0,3,0.162,4.17,1,0
0.58,2,0,0,4,0,2,3,0.92,0,3,0,4,0,0,3,0.302,0.3400000000000001,1,0
0.67,3,1,0,3,4,2,3,4.58,0,3,1,2,0,0,3,0.12,3.91,1,0
0.33,3,0,0,3,1,1,2,2.17,0,1,1,2,0,0,1,0.104,1.8399999999999999,1,0
1.17,4,2,1,3,4,1,2,5.33,1,2,0,2,0,0,2,0.185,4.16,1,1
1.5,3,1,0,4,4,1,1,1.58,0,2,0,4,0,0,4,0.581,0.08000000000000007,1,0
0.92,3,1,0,2,1,2,2,5.17,0,3,0,2,0,0,2,0.149,4.25,1,1
0.17,2,0,0,2,0,1,2,0.42,0,4,1,3,0,0,1,0.12,0.24999999999999997,1,0
0.5,4,1,0,2,3,1,1,1.75,0,4,1,2,0,0,1,0.182,1.25,1,0
1.75,3,1,0,4,4,2,2,6.33,0,4,1,3,0,0,3,0.239,4.58,1,1
1.17,3,0,1,4,1,1,1,3.58,0,2,1,3,0,0,1,0.255,2.41,1,0
2.83,3,0,0,4,3,2,2,4.83,0,3,1,2,0,0,4,0.485,2.0,0,0
0.58,3,0,0,4,1,1,1,7.08,0,2,1,3,0,0,3,0.072,6.5,1,1
2.42,3,0,0,3,1,2,3,6.33,0,2,0,2,1,0,4,0.33,3.91,0,1
0.42,4,1,0,1,4,2,1,1.08,1,1,0,3,0,0,1,0.202,0.6600000000000001,1,0
0.58,3,1,1,2,1,1,1,7.0,0,3,0,2,0,0,3,0.072,6.42,1,1
2.25,1,0,0,4,0,2,1,8.5,0,4,0,2,0,0,4,0.237,6.25,0,1
1.58,1,1,0,3,0,2,3,5.0,0,1,1,2,0,0,2,0.263,3.42,1,0
1.25,3,1,0,2,0,1,3,1.75,0,3,1,2,0,0,3,0.455,0.5,1,0
0.92,3,1,0,4,3,3,3,1.67,0,3,0,2,0,0,4,0.345,0.7499999999999999,1,0
0.83,3,1,0,4,3,1,2,3.33,0,3,1,3,0,0,1,0.192,2.5,1,0
0.25,3,0,0,3,4,1,1,2.33,0,2,1,2,0,0,2,0.075,2.08,1,0
1.17,2,0,1,2,0,2,1,6.67,0,3,1,3,0,0,2,0.153,5.5,1,1
0.75,2,2,1,1,3,2,2,7.0,1,3,0,3,0,0,4,0.094,6.25,1,1
1.42,3,1,0,4,3,1,1,2.5,0,1,1,2,0,0,2,0.406,1.08,1,0
0.25,4,0,0,4,0,2,2,4.25,1,3,1,3,1,0,4,0.048,4.0,1,0
1.0,3,2,1,2,1,2,1,6.58,0,2,1,3,0,0,1,0.132,5.58,1,1
1.33,4,3,1,3,0,1,1,4.08,0,3,0,2,0,0,3,0.262,2.75,1,0
1.17,3,0,0,5,2,1,2,6.83,0,3,1,3,0,0,3,0.149,5.66,1,1
1.83,3,2,0,1,3,2,1,6.25,1,1,0,3,0,0,2,0.252,4.42,1,1
3.67,3,1,0,3,0,3,1,7.25,0,3,0,3,1,0,4,0.445,3.58,0,0
0.92,1,0,0,4,0,1,1,6.83,0,2,0,3,1,0,4,0.117,5.91,1,1
1.67,2,0,0,3,3,2,3,4.75,1,2,0,3,0,0,4,0.29,3.08,1,0
2.08,4,2,0,4,2,2,2,5.33,1,3,0,2,0,0,2,0.329,3.25,0,1
1.08,3,2,0,3,0,2,1,3.75,0,4,1,1,0,0,1,0.227,2.67,1,0
0.92,3,2,0,3,4,1,1,6.08,0,2,0,2,0,0,4,0.13,5.16,1,1
2.5,1,0,0,4,1,2,2,8.08,0,3,0,3,0,0,3,0.275,5.58,0,1
0.33,1,2,0,1,1,2,2,6.83,0,1,0,3,1,0,1,0.042,6.5,1,1
3.33,3,1,0,2,0,3,2,6.83,0,2,0,3,0,0,4,0.425,3.5,0,0
0.92,4,1,0,2,1,1,3,1.17,0,4,1,3,0,0,1,0.424,0.2499999999999999,1,0
0.75,3,1,0,4,3,2,2,4.67,0,3,1,2,0,0,1,0.132,3.92,1,0
1.5,4,0,0,1,2,2,3,7.92,0,4,1,3,1,0,3,0.168,6.42,1,1
1.42,3,1,0,4,0,3,2,4.58,0,3,1,2,0,0,2,0.254,3.16,1,0
0.33,3,0,0,4,1,1,2,5.33,0,1,1,3,0,0,1,0.052,5.0,1,1
2.92,3,1,0,2,2,3,2,5.42,0,3,0,3,0,0,4,0.455,2.5,0,0
1.33,2,1,0,2,0,2,3,6.33,0,3,0,3,0,0,2,0.181,5.0,1,1
0.83,3,2,1,4,4,3,2,1.5,0,3,0,2,0,0,3,0.332,0.67,1,0
0.83,3,0,0,3,4,3,3,1.67,0,3,0,2,0,0,1,0.311,0.84,1,0
2.58,4,1,1,4,0,1,2,4.0,0,2,1,3,0,0,4,0.516,1.42,0,0
1.17,3,0,0,3,0,1,1,2.83,0,1,1,2,0,0,1,0.305,1.6600000000000001,1,0
0.5,4,2,0,3,0,1,2,4.58,0,3,1,3,0,0,2,0.09,4.08,1,0
1.58,3,0,0,4,1,3,2,3.25,1,3,0,2,0,0,2,0.372,1.67,1,0
0.75,1,2,0,2,3,2,2,6.42,1,1,1,3,0,0,2,0.101,5.67,1,1
2.42,3,1,0,1,0,3,2,6.83,1,3,0,2,0,0,4,0.309,4.41,0,0
0.42,3,1,0,4,1,1,3,5.92,1,3,0,3,0,0,4,0.061,5.5,1,1
1.17,3,2,0,5,4,1,2,5.0,0,1,0,2,0,0,2,0.195,3.83,1,0
2.42,3,2,0,2,1,3,2,7.92,1,2,0,1,0,0,3,0.271,5.5,0,0
2.92,3,0,1,3,1,2,2,9.5,0,2,1,3,0,0,4,0.278,6.58,0,1
1.25,3,1,0,2,4,2,2,3.42,0,3,0,3,0,0,3,0.283,2.17,1,0
0.25,3,2,1,1,1,2,2,2.5,0,2,0,3,0,0,2,0.071,2.25,1,0
2.67,3,1,0,3,0,1,2,8.92,1,3,0,2,0,0,4,0.269,6.25,0,1
0.17,3,3,0,4,0,1,2,2.75,0,1,0,3,0,0,3,0.045,2.58,1,0
0.67,3,2,0,5,4,1,2,6.42,0,3,1,2,1,0,2,0.09,5.75,1,1
0.75,3,2,0,1,2,3,2,2.75,0,3,0,2,1,0,2,0.2,2.0,1,0
0.17,3,1,0,1,1,2,2,0.33,0,3,0,2,0,0,1,0.128,0.16,1,0
2.67,4,2,1,1,1,1,2,5.67,1,3,0,3,0,0,4,0.4,3.0,0,1
1.67,2,0,0,1,1,3,2,3.17,0,3,0,2,0,0,2,0.4,1.5,1,0
1.33,1,2,1,4,3,2,3,3.33,0,3,1,2,1,0,3,0.307,2.0,1,0
2.75,3,1,1,3,4,1,1,6.58,0,1,0,3,0,0,4,0.363,3.83,0,1
0.42,3,1,1,1,3,1,2,4.33,0,3,1,3,0,0,1,0.079,3.91,1,0
0.92,3,0,0,1,2,1,1,4.5,0,2,1,2,0,0,3,0.167,3.58,1,0
0.42,4,0,1,1,5,2,1,6.83,0,3,0,2,0,0,2,0.054,6.41,1,1
1.17,3,1,1,2,3,1,1,3.08,0,3,1,2,0,0,2,0.287,1.9100000000000001,1,0
1.67,3,1,0,1,0,2,2,8.0,0,3,0,2,0,0,3,0.186,6.33,1,1
0.08,3,0,0,2,0,2,1,3.92,0,2,1,2,1,0,2,0.016,3.84,1,0
1.33,3,0,1,5,1,1,2,4.42,1,2,0,2,0,0,4,0.245,3.09,1,0
1.0,1,2,0,2,0,3,2,3.92,1,3,0,3,0,0,2,0.203,2.92,1,0
1.17,3,1,0,1,0,1,3,1.67,0,3,1,3,0,0,1,0.438,0.5,1,0
3.58,3,1,0,2,3,3,1,9.08,1,3,0,2,1,0,4,0.355,5.5,0,0
0.83,3,0,0,4,4,1,2,5.08,0,4,1,2,0,0,1,0.137,4.25,1,1
0.17,3,0,0,4,2,1,2,5.17,0,4,0,3,0,0,1,0.028,5.0,1,1
2.75,3,1,0,4,6,1,3,7.92,1,3,0,3,0,0,3,0.308,5.17,0,1
1.5,3,0,1,1,0,3,2,7.58,0,3,0,2,0,0,2,0.175,6.08,1,0
0.67,3,0,1,1,0,2,1,1.83,1,3,0,3,0,0,2,0.237,1.1600000000000001,1,0
0.17,4,2,1,1,6,3,2,1.25,0,1,0,3,0,0,4,0.076,1.08,1,0
0.5,3,2,1,3,1,1,3,5.92,0,3,1,2,0,0,4,0.072,5.42,1,1
1.58,3,0,1,3,2,3,3,8.17,0,3,0,2,0,0,2,0.172,6.59,1,0
0.83,4,0,0,3,2,2,1,4.58,0,1,1,1,0,0,1,0.149,3.75,1,0
0.92,3,0,0,3,1,3,2,5.33,0,1,0,3,0,0,3,0.145,4.41,1,0
1.33,3,0,1,2,3,1,1,4.0,0,2,1,3,0,0,3,0.266,2.67,1,0
0.25,4,0,0,4,3,1,1,2.42,0,3,1,2,0,0,3,0.073,2.17,1,0
1.0,3,0,0,1,0,2,2,7.33,1,3,0,2,0,0,1,0.12,6.33,1,1
2.67,3,0,0,3,3,1,1,6.5,0,2,1,2,1,0,4,0.356,3.83,0,1
